A,B,C,D,E,F
97,10,28,17,36,1
15,2,1,0,87,0
10,15,28,5,72,0
52,17,8,17,36,0
65,8,42,21,24,1
59,14,40,4,75,1
91,16,9,12,51,1
48,12,11,14,45,0
75,3,45,14,45,1
78,14,26,16,39,1
57,8,41,24,15,1
18,16,49,18,33,1
87,16,44,14,45,1
57,0,27,26,9,0
24,17,24,28,3,0
61,4,32,11,54,1
89,10,30,21,24,1
8,19,17,15,42,0
17,5,26,13,48,0
78,8,3,1,84,0
32,10,28,28,3,0
12,1,0,9,60,0
32,4,20,15,42,0
70,10,2,27,6,0
74,2,2,10,57,0
36,11,29,20,27,0
0,6,45,9,60,0
52,12,45,28,3,1
59,16,33,17,36,1
91,7,34,15,42,1
40,6,12,20,27,0
49,6,0,0,87,0
22,1,34,28,3,0
1,19,24,21,24,0
54,19,15,21,24,1
41,14,47,25,12,1
12,17,8,11,54,0
4,4,26,6,69,0
96,19,34,25,12,1
37,3,33,26,9,0
83,11,7,9,60,1
54,16,18,11,54,1
50,14,18,26,9,1
25,18,26,2,81,1
25,15,45,17,36,1
34,10,41,21,24,1
85,19,17,10,57,1
88,16,30,12,51,1
50,14,35,23,18,1
46,2,15,0,87,0
79,13,9,7,66,1
51,9,33,28,3,1
91,2,44,22,21,1
43,0,4,23,18,0
7,4,3,15,42,0
95,9,3,18,33,1
93,14,28,25,12,1
60,9,45,15,42,1
84,17,12,21,24,1
69,6,15,9,60,0
40,0,11,0,87,0
93,19,3,22,21,1
70,2,29,15,42,1
86,4,37,6,69,1
26,12,29,18,33,0
79,12,34,17,36,1
82,4,7,25,12,0
39,7,12,14,45,0
24,4,22,7,66,0
25,5,14,25,12,0
73,11,38,18,33,1
96,16,43,4,75,1
81,5,38,4,75,1
95,1,27,5,72,1
58,3,44,20,27,1
66,1,13,17,36,0
5,15,14,2,81,0
25,4,21,29,0,0
37,13,35,29,0,1
75,9,41,20,27,1
78,13,11,9,60,1
84,16,34,4,75,1
89,9,40,1,84,1
39,13,11,24,15,0
90,3,5,22,21,0
30,7,4,6,69,0
40,15,14,17,36,0
67,0,34,2,81,1
21,0,16,16,39,0
5,3,36,12,51,0
32,10,32,22,21,0
12,19,35,22,21,1
92,0,14,6,69,0
47,15,47,21,24,1
68,9,13,8,63,0
53,16,19,15,42,1
92,0,16,19,30,1
18,17,8,15,42,0
23,0,19,15,42,0
96,7,49,3,78,1
61,19,12,25,12,1
96,4,25,4,75,1
48,15,27,9,60,1
36,18,5,29,0,0
99,7,1,8,63,1
1,12,10,26,9,0
51,1,1,14,45,0
11,0,45,13,48,0
95,14,39,1,84,1
64,13,38,15,42,1
55,19,21,18,33,1
19,7,37,16,39,0
30,2,7,28,3,0
87,17,23,15,42,1
67,0,9,28,3,0
96,8,46,22,21,1
48,7,35,27,6,1
77,17,2,26,9,1
21,10,30,26,9,0
90,2,36,16,39,1
67,12,6,1,84,0
31,2,21,14,45,0
88,5,25,28,3,1
86,3,43,14,45,1
92,14,44,3,78,1
70,7,42,13,48,1
42,12,0,26,9,0
40,17,42,2,81,1
54,15,40,26,9,1
10,5,12,23,18,0
9,7,39,11,54,0
98,0,45,4,75,1
24,11,10,20,27,0
10,11,28,27,6,0
18,15,32,10,57,0
26,11,46,1,84,1
89,7,15,5,72,1
12,1,25,28,3,0
28,12,32,9,60,0
86,10,12,10,57,1
6,2,22,7,66,0
7,4,9,0,87,0
15,19,14,6,69,0
78,6,22,9,60,1
87,9,34,17,36,1
68,17,37,4,75,1
30,16,43,22,21,1
76,16,37,0,87,1
88,10,31,9,60,1
6,4,1,22,21,0
56,16,16,20,27,1
47,10,38,16,39,1
20,13,10,15,42,0
6,2,5,21,24,0
18,2,10,16,39,0
0,12,37,5,72,0
10,19,28,3,78,0
2,2,38,10,57,0
50,14,10,6,69,0
99,14,16,4,75,1
90,2,1,28,3,0
26,9,36,13,48,0
93,16,18,18,33,1
82,7,25,28,3,1
95,19,2,15,42,1
21,4,14,16,39,0
85,12,42,24,15,1
71,18,21,23,18,1
71,14,29,7,66,1
79,3,7,6,69,0
44,17,38,10,57,1
8,13,30,15,42,0
72,14,48,18,33,1
58,18,38,27,6,1
22,4,43,0,87,0
80,3,42,6,69,1
91,15,16,20,27,1
63,4,34,9,60,1
18,3,20,11,54,0
44,9,33,29,0,1
17,2,19,29,0,0
86,0,43,28,3,1
73,3,25,26,9,1
16,2,46,10,57,0
47,11,37,4,75,1
78,17,29,1,84,1
76,19,37,25,12,1
80,3,45,0,87,1
58,1,13,27,6,0
42,3,48,19,30,1
57,15,13,13,48,1
39,3,34,15,42,0
31,16,26,9,60,1
4,3,31,2,81,0
19,1,2,15,42,0
59,1,27,24,15,0
81,16,14,16,39,1
73,2,47,0,87,1
32,14,45,1,84,1
97,15,26,14,45,1
10,14,12,24,15,0
86,16,9,25,12,1
94,0,34,19,30,1
76,9,19,22,21,1
19,16,47,6,69,1
48,1,23,28,3,0
64,1,24,4,75,0
52,17,2,5,72,0
2,17,32,16,39,0
69,7,24,4,75,1
71,19,40,21,24,1
11,15,14,12,51,0
89,1,14,15,42,0
66,3,4,10,57,0
79,19,3,2,81,1
56,6,5,24,15,0
43,14,11,13,48,0
89,16,47,5,72,1
38,12,49,4,75,1
91,15,26,23,18,1
78,2,44,7,66,1
43,18,40,2,81,1
78,1,30,11,54,1
55,18,48,12,51,1
67,14,15,21,24,1
20,8,36,29,0,0
48,7,35,6,69,1
43,0,19,26,9,0
53,11,49,7,66,1
3,14,1,10,57,0
15,17,25,25,12,0
73,18,4,26,9,1
46,4,26,19,30,0
60,11,13,11,54,0
18,19,23,16,39,0
18,16,20,10,57,0
63,11,16,18,33,1
19,8,10,19,30,0
52,18,37,27,6,1
61,5,11,17,36,0
70,1,19,8,63,0
41,8,20,12,51,0
0,11,31,11,54,0
98,16,43,7,66,1
49,10,29,21,24,1
2,3,26,3,78,0
97,1,5,8,63,0
9,0,17,13,48,0
61,19,31,2,81,1
65,0,2,25,12,0
91,0,10,18,33,0
12,13,33,14,45,0
72,4,47,27,6,1
37,4,25,9,60,0
57,15,38,28,3,1
5,2,47,7,66,0
83,16,31,7,66,1
42,13,12,4,75,0
20,16,21,26,9,0
78,11,6,11,54,1
89,18,43,12,51,1
41,16,40,19,30,1
98,14,22,13,48,1
41,11,41,28,3,1
88,6,16,24,15,1
42,1,32,6,69,0
96,19,1,21,24,1
92,2,7,25,12,0
6,1,40,29,0,0
85,2,4,16,39,0
15,14,16,24,15,0
13,16,34,14,45,0
21,5,29,2,81,0
65,9,12,23,18,0
69,14,29,26,9,1
11,16,42,26,9,1
99,16,4,0,87,1
12,18,36,1,84,1
86,11,22,16,39,1
43,2,37,11,54,0
65,0,9,4,75,0
98,14,18,12,51,1
7,0,0,27,6,0
33,19,29,20,27,1
58,8,5,7,66,0
65,10,6,12,51,0
89,2,7,28,3,0
50,8,40,28,3,1
60,10,15,2,81,0
63,8,6,24,15,0
22,14,38,0,87,1
52,0,38,2,81,0
10,19,25,20,27,0
66,13,25,17,36,1
27,1,4,28,3,0
33,7,29,11,54,0
11,2,12,27,6,0
90,2,27,13,48,1
57,15,39,7,66,1
46,0,8,27,6,0
86,9,30,17,36,1
85,11,8,1,84,1
4,17,27,8,63,0
87,16,2,15,42,1
45,0,42,17,36,0
13,3,18,5,72,0
82,16,46,26,9,1
4,8,45,27,6,0
85,1,35,4,75,1
57,3,18,12,51,0
86,7,49,12,51,1
5,4,14,27,6,0
94,17,20,29,0,1
12,19,12,25,12,0
73,19,36,8,63,1
50,19,0,5,72,0
72,12,21,25,12,1
47,2,48,19,30,1
54,7,7,6,69,0
88,7,11,6,69,1
48,7,46,28,3,1
54,18,49,9,60,1
7,10,45,28,3,0
56,3,42,12,51,1
61,8,5,13,48,0
55,17,28,0,87,1
0,0,16,4,75,0
73,18,31,10,57,1
53,13,30,19,30,1
28,18,34,21,24,1
9,12,21,0,87,0
97,16,11,23,18,1
59,7,28,27,6,1
29,10,11,8,63,0
90,14,6,14,45,1
63,8,28,24,15,1
76,3,20,23,18,0
66,1,25,18,33,0
22,17,10,17,36,0
95,6,6,18,33,1
80,8,27,5,72,1
78,4,33,9,60,1
2,9,1,23,18,0
83,8,11,26,9,1
0,7,32,15,42,0
13,2,40,3,78,0
92,18,45,22,21,1
36,4,7,3,78,0
31,7,9,18,33,0
49,17,28,22,21,1
10,14,20,11,54,0
65,13,28,22,21,1
86,16,39,9,60,1
7,9,33,15,42,0
5,9,41,23,18,0
15,19,41,20,27,1
25,15,0,7,66,0
14,1,6,12,51,0
26,5,43,18,33,0
96,11,20,25,12,1
70,18,39,2,81,1
52,12,20,5,72,1
63,17,27,21,24,1
61,14,3,13,48,0
15,16,28,12,51,0
7,14,37,16,39,0
11,17,2,1,84,0
53,8,0,12,51,0
48,16,31,1,84,1
51,11,30,6,69,1
9,18,13,8,63,0
83,4,47,23,18,1
15,8,19,16,39,0
25,1,20,14,45,0
53,8,30,8,63,1
93,6,30,17,36,1
73,5,45,2,81,1
79,7,49,9,60,1
71,14,26,13,48,1
83,0,14,5,72,0
93,4,24,17,36,1
81,11,17,12,51,1
51,16,5,24,15,0
99,6,37,9,60,1
42,8,20,26,9,0
56,1,21,4,75,0
36,3,29,5,72,0
34,17,4,13,48,0
72,14,27,14,45,1
95,6,2,13,48,1
75,11,11,21,24,1
26,9,38,8,63,0
48,10,44,15,42,1
61,17,37,0,87,1
33,10,26,7,66,0
73,5,30,18,33,1
90,18,32,24,15,1
29,13,4,13,48,0
69,10,9,23,18,0
52,11,47,7,66,1
80,11,17,21,24,1
30,16,42,0,87,1
16,17,44,3,78,1
50,9,44,16,39,1
53,9,22,21,24,0
51,5,30,24,15,0
0,4,40,0,87,0
30,14,2,8,63,0
76,8,26,8,63,1
82,0,34,22,21,1
40,0,6,26,9,0
48,4,6,7,66,0
31,16,48,5,72,1
32,9,18,20,27,0
92,5,12,21,24,1
18,19,11,3,78,0
58,13,6,4,75,0
71,6,31,23,18,1
54,10,20,7,66,0
44,18,34,16,39,1
34,3,26,8,63,0
74,2,42,19,30,1
46,12,8,29,0,0
97,1,1,5,72,0
51,1,26,18,33,0
11,7,23,16,39,0
21,1,31,12,51,0
13,18,11,17,36,0
7,2,40,0,87,0
8,9,15,9,60,0
40,16,4,26,9,0
33,8,33,8,63,0
20,2,0,13,48,0
41,5,36,19,30,0
8,11,43,18,33,0
11,15,48,7,66,1
7,12,25,27,6,0
86,19,34,22,21,1
21,10,40,16,39,0
21,17,10,10,57,0
43,0,22,17,36,0
35,4,27,0,87,0
9,11,34,28,3,0
47,14,44,10,57,1
24,8,22,9,60,0
15,6,17,16,39,0
6,13,37,17,36,0
63,14,4,13,48,0
63,1,3,22,21,0
51,6,0,14,45,0
0,11,17,5,72,0
84,0,39,9,60,1
82,17,37,12,51,1
61,0,46,28,3,1
67,5,31,22,21,1
16,15,46,3,78,1
54,13,9,12,51,0
75,14,13,16,39,1
30,10,30,14,45,0
72,11,17,25,12,1
25,16,37,28,3,1
15,0,25,13,48,0
28,18,44,12,51,1
99,6,3,9,60,1
12,1,1,20,27,0
56,6,16,10,57,0
94,14,34,28,3,1
57,7,18,29,0,0
92,11,35,17,36,1
97,12,28,12,51,1
35,11,6,26,9,0
31,9,48,20,27,1
56,2,13,9,60,0
8,13,47,9,60,1
54,4,6,12,51,0
67,19,38,12,51,1
16,2,47,0,87,0
85,7,9,12,51,1
7,5,15,23,18,0
46,12,31,0,87,1
37,5,2,15,42,0
39,17,24,20,27,1
55,9,47,5,72,1
78,13,4,24,15,1
66,11,23,17,36,1
63,4,4,19,30,0
43,11,36,0,87,1
90,15,9,11,54,1
56,10,9,2,81,0
66,15,48,5,72,1
74,14,6,19,30,1
5,12,34,14,45,0
57,19,15,11,54,1
19,18,8,11,54,0
25,1,37,26,9,0
61,16,27,6,69,1
80,14,35,23,18,1
5,14,24,22,21,0
86,9,47,24,15,1
80,5,9,24,15,0
66,8,0,13,48,0
19,7,7,12,51,0
13,8,12,2,81,0
95,7,38,23,18,1
42,7,6,29,0,0
38,0,25,27,6,0
76,4,40,27,6,1
0,1,31,29,0,0
29,3,38,20,27,0
18,0,49,1,84,0
66,15,1,1,84,0
89,8,31,23,18,1
28,14,49,5,72,1
59,16,6,23,18,1
97,2,46,6,69,1
68,10,44,14,45,1
77,0,44,9,60,1
79,6,29,21,24,1
27,11,41,11,54,1
52,19,31,12,51,1
31,8,40,16,39,0
38,9,22,19,30,0
7,11,16,11,54,0
38,3,31,26,9,0
74,4,17,26,9,0
77,16,43,22,21,1
5,9,6,2,81,0
60,13,29,23,18,1
5,11,18,7,66,0
4,5,7,0,87,0
29,7,37,12,51,0
37,1,47,22,21,0
33,9,4,10,57,0
50,10,14,27,6,0
9,2,10,1,84,0
32,19,28,7,66,1
75,11,41,19,30,1
78,1,8,25,12,0
62,16,46,18,33,1
21,2,30,28,3,0
10,3,21,8,63,0
7,3,9,28,3,0
78,19,49,2,81,1
80,8,11,2,81,1
69,19,20,14,45,1
26,12,3,28,3,0
65,5,31,1,84,1
18,4,43,23,18,0
9,11,45,0,87,0
14,14,45,29,0,1
63,16,31,13,48,1
81,10,3,22,21,1
5,10,17,12,51,0
54,19,20,16,39,1
61,5,29,8,63,1
96,13,37,28,3,1
70,2,15,21,24,0
60,11,7,5,72,0
14,6,48,5,72,0
19,13,46,10,57,1
3,5,8,27,6,0
38,1,15,13,48,0
11,2,7,16,39,0
28,2,3,1,84,0
53,17,47,14,45,1
38,16,27,29,0,1
95,4,16,19,30,1
29,19,34,17,36,1
28,16,4,2,81,0
13,12,2,28,3,0
9,18,29,3,78,0
59,8,0,27,6,0
60,5,48,11,54,1
97,3,11,12,51,1
28,5,39,21,24,0
27,8,24,17,36,0
17,1,20,17,36,0
82,11,36,26,9,1
94,12,8,25,12,1
47,10,41,26,9,1
24,7,18,14,45,0
40,18,33,19,30,1
85,1,11,8,63,0
16,12,14,13,48,0
17,14,14,28,3,0
19,18,40,15,42,1
82,17,21,9,60,1
87,12,20,7,66,1
38,18,0,18,33,0
32,5,12,16,39,0
8,11,31,9,60,0
90,8,0,3,78,0
18,19,10,27,6,0
77,7,21,25,12,1
0,19,6,22,21,0
82,16,17,0,87,1
87,19,35,23,18,1
90,5,36,15,42,1
0,9,5,19,30,0
0,13,42,23,18,0
2,5,47,19,30,0
66,6,35,8,63,1
82,9,43,28,3,1
81,17,49,28,3,1
50,9,27,21,24,1
19,15,2,12,51,0
31,19,33,17,36,1
43,6,32,15,42,0
86,10,11,5,72,1
32,14,12,19,30,0
8,2,16,26,9,0
22,10,40,29,0,0
32,7,2,5,72,0
6,15,3,15,42,0
58,7,9,28,3,0
62,5,13,20,27,0
0,3,9,16,39,0
45,3,14,29,0,0
84,13,5,16,39,1
77,6,20,25,12,1
52,3,15,20,27,0
24,15,9,28,3,0
41,1,10,5,72,0
72,11,18,19,30,1
47,0,16,9,60,0
7,18,9,3,78,0
91,17,22,0,87,1
92,4,21,29,0,1
74,9,12,8,63,1
24,0,21,4,75,0
55,2,5,25,12,0
66,19,13,1,84,1
77,16,18,29,0,1
73,7,4,2,81,0
15,8,46,9,60,0
51,10,20,19,30,0
33,8,4,21,24,0
70,13,3,29,0,0
16,5,16,10,57,0
60,0,47,22,21,1
40,17,1,25,12,0
38,6,16,2,81,0
66,18,42,15,42,1
8,15,28,20,27,0
92,11,22,2,81,1
56,2,48,0,87,1
71,7,34,28,3,1
54,18,23,18,33,1
0,1,14,28,3,0
6,14,46,12,51,1
4,10,12,27,6,0
47,16,34,27,6,1
79,1,23,20,27,1
62,16,48,13,48,1
25,7,31,6,69,0
36,3,19,3,78,0
59,10,41,25,12,1
74,9,34,23,18,1
4,13,42,8,63,0
7,17,12,9,60,0
26,19,35,18,33,1
68,13,22,25,12,1
75,4,46,23,18,1
76,5,43,4,75,1
34,14,3,21,24,0
83,1,8,7,66,0
78,4,31,20,27,1
57,7,6,15,42,0
65,18,0,20,27,1
15,16,3,13,48,0
35,13,7,12,51,0
23,5,22,18,33,0
69,1,26,5,72,0
15,7,36,0,87,0
20,19,19,4,75,0
4,13,4,4,75,0
4,4,25,27,6,0
56,10,0,25,12,0
22,10,0,1,84,0
96,14,11,15,42,1
54,0,10,21,24,0
75,1,5,20,27,0
20,7,19,11,54,0
79,10,0,1,84,0
0,0,24,28,3,0
71,9,39,6,69,1
66,6,35,26,9,1
43,16,9,19,30,0
76,7,45,24,15,1
46,11,5,15,42,0
18,18,49,10,57,1
33,0,4,14,45,0
23,13,11,17,36,0
85,18,15,19,30,1
67,9,33,18,33,1
61,4,48,26,9,1
91,3,12,22,21,1
55,11,49,26,9,1
32,2,25,14,45,0
68,4,25,2,81,1
80,3,13,18,33,0
29,7,41,27,6,0
50,1,43,23,18,1
68,10,5,22,21,0
87,12,25,15,42,1
86,12,22,21,24,1
19,12,39,19,30,0
17,1,40,16,39,0
54,14,15,4,75,1
70,8,4,21,24,0
58,16,26,24,15,1
65,3,1,2,81,0
49,15,5,27,6,0
19,8,21,20,27,0
6,11,1,24,15,0
93,5,43,28,3,1
57,13,20,3,78,1
46,6,13,24,15,0
63,9,32,8,63,1
8,9,10,12,51,0
92,5,8,7,66,1
33,7,7,16,39,0
40,7,25,25,12,0
63,4,12,13,48,0
16,5,29,28,3,0
89,19,28,6,69,1
53,7,11,2,81,0
95,0,31,22,21,1
18,6,39,15,42,0
77,2,5,28,3,0
73,3,33,20,27,1
31,15,30,16,39,1
71,13,25,17,36,1
77,9,19,5,72,1
55,1,6,12,51,0
38,9,2,26,9,0
71,9,42,2,81,1
46,0,20,22,21,0
90,7,3,6,69,1
44,5,4,12,51,0
3,7,37,26,9,0
26,4,27,13,48,0
49,15,7,20,27,0
65,15,30,24,15,1
97,11,17,5,72,1
68,11,14,13,48,1
96,4,7,20,27,1
1,8,16,24,15,0
5,9,26,9,60,0
70,2,48,22,21,1
1,19,29,9,60,0
26,12,33,9,60,0
85,2,8,17,36,0
72,12,19,1,84,1
69,5,28,14,45,1
48,9,40,16,39,1
26,7,15,18,33,0
43,2,35,3,78,0
39,10,21,24,15,0
76,1,33,19,30,1
68,16,43,26,9,1
42,12,40,16,39,1
66,3,45,6,69,1
72,17,20,6,69,1
19,15,33,18,33,0
18,4,10,7,66,0
82,1,47,15,42,1
14,7,44,1,84,0
92,3,7,29,0,0
12,13,27,29,0,0
2,12,48,10,57,0
15,2,46,12,51,0
44,1,21,8,63,0
83,0,43,23,18,1
12,1,26,20,27,0
87,10,40,23,18,1
56,16,30,10,57,1
61,10,46,6,69,1
31,15,22,12,51,0
47,5,49,21,24,1
90,14,32,3,78,1
32,7,40,14,45,0
82,0,49,16,39,1
30,14,23,21,24,0
9,5,7,24,15,0
45,3,31,24,15,0
41,0,25,5,72,0
35,12,17,9,60,0
93,14,22,23,18,1
27,8,5,24,15,0
92,13,1,28,3,1
9,12,41,26,9,0
8,0,39,2,81,0
96,3,16,9,60,1
23,0,38,16,39,0
60,11,15,19,30,1
99,16,42,13,48,1
15,13,49,16,39,1
36,14,34,10,57,1
33,13,24,6,69,0
75,17,10,15,42,1
48,5,12,8,63,0
28,9,18,29,0,0
59,11,8,23,18,0
66,0,27,26,9,0
45,7,14,23,18,0
2,5,36,10,57,0
91,7,3,15,42,1
16,15,9,24,15,0
51,11,3,16,39,0
12,1,20,10,57,0
90,4,42,11,54,1
89,5,8,8,63,1
28,9,22,28,3,0
91,6,48,2,81,1
93,13,46,26,9,1
71,13,6,13,48,1
95,7,38,24,15,1
78,9,46,16,39,1
8,10,38,5,72,0
31,4,41,25,12,0
20,12,16,14,45,0
40,19,16,6,69,1
65,16,29,14,45,1
54,16,40,23,18,1
79,8,10,7,66,1
46,1,24,9,60,0
57,10,21,4,75,1
77,16,5,24,15,1
92,0,42,23,18,1
15,4,26,15,42,0
84,10,2,14,45,1
96,12,32,16,39,1
10,1,1,1,84,0
77,15,20,12,51,1
88,9,4,3,78,1
36,5,49,16,39,1
37,5,3,8,63,0
30,4,10,23,18,0
98,4,40,28,3,1
71,14,45,4,75,1
69,15,26,11,54,1
76,10,14,25,12,1
7,19,33,5,72,0
9,3,38,27,6,0
96,8,44,20,27,1
85,11,49,18,33,1
94,16,45,10,57,1
65,7,23,18,33,1
95,17,38,11,54,1
89,5,49,19,30,1
99,1,19,29,0,1
20,13,38,25,12,1
61,7,45,4,75,1
79,17,0,28,3,1
54,16,35,16,39,1
42,18,6,20,27,0
28,1,10,14,45,0
68,16,19,21,24,1
78,13,8,9,60,1
40,1,18,0,87,0
45,7,49,13,48,1
45,18,47,4,75,1
13,6,22,22,21,0
42,0,9,25,12,0
54,18,18,14,45,1
78,13,5,3,78,1
21,3,47,3,78,0
67,15,18,16,39,1
50,2,44,24,15,1
99,18,22,8,63,1
68,14,36,13,48,1
92,10,39,2,81,1
50,4,33,21,24,0
73,2,26,0,87,1
4,3,42,20,27,0
64,18,11,13,48,1
14,15,21,28,3,0
9,1,30,2,81,0
17,4,47,17,36,0
53,0,46,8,63,1
79,6,10,12,51,0
25,10,42,14,45,1
26,12,47,18,33,1
25,16,20,21,24,0
18,3,26,1,84,0
9,1,28,3,78,0
59,12,36,12,51,1
6,14,12,29,0,0
94,14,13,16,39,1
4,1,22,7,66,0
48,17,23,27,6,1
38,15,2,10,57,0
52,5,45,7,66,1
92,17,12,25,12,1
70,5,22,2,81,1
29,11,26,19,30,0
39,18,6,20,27,0
50,1,46,9,60,1
86,11,15,13,48,1
28,10,15,20,27,0
85,0,30,28,3,1
30,13,3,2,81,0
75,19,28,27,6,1
5,1,18,10,57,0
34,7,31,19,30,0
12,18,28,16,39,0
10,9,27,1,84,0
21,2,0,20,27,0
5,1,18,7,66,0
30,12,28,22,21,0
99,19,41,1,84,1
12,7,4,3,78,0
64,18,27,17,36,1
19,4,21,16,39,0
22,0,42,16,39,0
14,0,21,26,9,0
16,15,13,10,57,0
2,11,28,27,6,0
20,0,9,25,12,0
94,13,36,3,78,1
77,14,41,25,12,1
8,1,22,1,84,0
62,1,11,12,51,0
47,2,45,5,72,1
99,12,8,20,27,1
44,15,20,24,15,1
92,7,31,28,3,1
65,18,48,29,0,1
4,7,47,6,69,0
19,15,24,13,48,0
27,16,26,23,18,0
63,2,3,4,75,0
53,16,5,4,75,0
45,1,13,20,27,0
21,19,8,1,84,0
84,0,43,15,42,1
38,13,30,13,48,1
68,15,15,17,36,1
42,0,2,0,87,0
50,17,37,25,12,1
20,1,2,21,24,0
40,8,24,2,81,0
2,15,18,22,21,0
95,0,44,18,33,1
82,17,7,16,39,1
47,16,0,3,78,0
44,11,32,21,24,1
95,14,14,14,45,1
30,12,48,16,39,1
49,15,35,22,21,1
72,9,20,9,60,1
35,16,26,26,9,1
12,15,2,3,78,0
11,18,20,0,87,0
16,10,30,17,36,0
69,8,31,19,30,1
30,2,7,17,36,0
45,17,48,5,72,1
38,12,9,28,3,0
27,8,38,3,78,0
51,2,26,26,9,0
28,16,21,23,18,0
40,7,19,6,69,0
39,14,43,18,33,1
38,14,23,1,84,0
98,14,7,9,60,1
2,2,36,3,78,0
65,16,16,25,12,1
42,6,44,17,36,1
99,5,31,18,33,1
59,12,28,0,87,1
64,19,8,28,3,1
64,9,1,29,0,0
17,16,30,23,18,0
64,19,20,7,66,1
39,7,18,14,45,0
62,19,2,9,60,1
90,10,28,23,18,1
96,12,40,7,66,1
25,8,24,23,18,0
13,15,24,11,54,0
46,0,20,17,36,0
6,1,14,1,84,0
15,19,13,4,75,0
27,6,9,20,27,0
75,17,47,2,81,1
37,1,7,24,15,0
13,13,35,25,12,0
75,9,27,29,0,1
20,5,11,0,87,0
20,5,5,6,69,0
35,8,28,1,84,0
42,17,0,8,63,0
75,1,19,0,87,0
36,13,7,14,45,0
65,17,45,21,24,1
98,14,15,15,42,1
7,18,47,9,60,1
26,1,17,13,48,0
88,6,44,7,66,1
43,4,17,5,72,0
4,3,40,25,12,0
70,12,0,8,63,0
60,6,30,0,87,1
89,3,31,27,6,1
23,8,17,22,21,0
88,12,45,20,27,1
24,0,11,1,84,0
84,10,10,17,36,1
88,3,28,5,72,1
27,8,32,2,81,0
75,9,28,21,24,1
68,2,39,3,78,1
92,12,20,13,48,1
66,3,7,15,42,0
45,7,8,23,18,0
82,13,30,7,66,1
75,11,28,0,87,1
3,19,39,2,81,1
19,7,49,0,87,0
33,15,9,14,45,0
78,0,42,23,18,1
21,11,31,21,24,0
3,14,11,17,36,0
6,12,49,23,18,1
98,5,23,29,0,1
98,4,44,7,66,1
19,11,12,21,24,0
42,1,46,8,63,0
35,19,21,22,21,1
81,14,49,16,39,1
80,15,6,28,3,1
88,10,34,26,9,1
56,10,12,29,0,0
89,17,34,5,72,1
53,13,33,6,69,1
5,3,35,18,33,0
55,7,11,4,75,0
10,1,27,23,18,0
43,2,11,24,15,0
8,0,33,0,87,0
13,7,26,27,6,0
46,12,45,9,60,1
42,2,27,14,45,0
47,17,0,22,21,0
35,4,37,2,81,0
77,8,2,26,9,0
23,8,19,25,12,0
38,8,38,26,9,1
27,1,31,16,39,0
49,10,40,17,36,1
43,18,32,24,15,1
79,19,18,23,18,1
2,13,2,9,60,0
15,0,6,5,72,0
65,15,24,4,75,1
70,7,12,28,3,0
40,15,9,16,39,0
33,6,25,18,33,0
31,16,48,15,42,1
82,16,37,22,21,1
32,10,38,12,51,1
78,5,30,18,33,1
44,13,21,26,9,0
65,2,36,13,48,1
52,18,28,4,75,1
41,19,48,7,66,1
51,17,21,12,51,1
65,18,35,10,57,1
92,10,11,13,48,1
63,16,38,27,6,1
1,12,6,19,30,0
18,12,32,7,66,0
22,0,39,9,60,0
55,9,49,12,51,1
91,8,41,6,69,1
49,16,18,11,54,1
4,4,43,8,63,0
64,10,28,3,78,1
51,12,14,25,12,0
30,14,18,7,66,0
75,1,6,10,57,0
47,12,7,6,69,0
96,13,33,11,54,1
10,12,37,19,30,0
66,17,0,16,39,1
66,13,0,21,24,0
12,0,11,8,63,0
27,3,25,3,78,0
87,4,42,17,36,1
95,14,34,7,66,1
82,6,3,4,75,0
59,13,18,16,39,1
76,4,37,21,24,1
26,0,23,28,3,0
8,12,12,17,36,0
41,7,19,27,6,0
22,13,13,15,42,0
11,12,8,5,72,0
86,17,12,5,72,1
26,14,11,0,87,0
92,7,43,25,12,1
89,7,10,17,36,1
6,3,4,2,81,0
84,15,28,5,72,1
56,12,18,17,36,1
95,13,18,0,87,1
46,2,28,29,0,0
37,13,10,8,63,0
21,15,1,10,57,0
70,16,41,15,42,1
15,12,26,29,0,0
52,5,48,5,72,1
15,10,6,28,3,0
20,8,36,19,30,0
48,4,8,5,72,0
11,3,12,13,48,0
82,3,46,9,60,1
16,13,13,8,63,0
69,16,40,10,57,1
68,15,5,2,81,1
94,17,25,1,84,1
26,18,41,26,9,1
79,4,8,18,33,0
90,1,13,28,3,0
64,7,34,7,66,1
0,6,1,12,51,0
62,4,40,25,12,1
64,3,17,17,36,0
77,10,2,3,78,0
7,4,5,18,33,0
78,6,37,0,87,1
51,15,8,24,15,0
12,15,17,15,42,0
95,3,22,12,51,1
72,3,28,5,72,1
98,10,25,10,57,1
79,11,10,10,57,1
2,18,13,5,72,0
50,2,36,20,27,0
48,8,31,26,9,1
95,15,1,18,33,1
13,4,38,11,54,0
15,15,32,7,66,0
15,17,42,13,48,1
79,3,25,21,24,1
71,3,40,27,6,1
25,6,40,7,66,0
16,19,25,23,18,0
62,12,33,10,57,1
85,19,20,29,0,1
1,13,6,8,63,0
32,0,3,14,45,0
70,8,4,3,78,0
72,0,28,1,84,0
62,4,24,19,30,0
4,3,2,23,18,0
35,10,20,21,24,0
22,15,43,5,72,1
72,19,8,14,45,1
9,12,18,3,78,0
32,16,5,26,9,0
61,10,5,2,81,0
19,1,16,23,18,0
